Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
AXIS Telekom,https://www.crunchbase.com/organization/axis,"Information Technology, Mobile, Service Industry, Telecommunications","Jakarta, Jakarta Raya, Indonesia",AXIS Telekom Indonesia provides mobile communication and content solutions to subscribers in Indonesia.,"724,416",Active,2000-01-01,year,2014-03-20,day,,,For Profit,https://terniang.com,"AXIS Telekom Indonesia, a GSM mobile operator, provides mobile communication and content solutions to subscribers in Indonesia. The company offers prepaid and postpaid GSM services, such as 2G, 3G, and BlackBerry services; and mobile voice, SMS, MMS, data, mobile broadband, and content services. It also provides international direct dial, VOIP, and roaming services to operators internationally. The company serves customers in Sumatra, Java, Bali, Lombok, Kalimantan, Riau, and Sulawesi. It offers its services through its shops and authorized distributors. The company was formerly known as PT Natrindo Telepon Seluler and changed its name to PT AXIS Telekom Indonesia in 2010. The company was founded in 2000 and is based in Jakarta, Indonesia. PT AXIS Telekom Indonesia operates as a subsidiary of Saudi Telecom Company.",M&A,,,
Bumilangit Entertainment,https://www.crunchbase.com/organization/bumilangit,"Animation, Comics, Digital Entertainment, Film, Intellectual Property, Media and Entertainment","Jakarta, Jakarta Raya, Indonesia","Comics, Digital Content, Film, Animation, Licensing, Merchandising, Media & Entertainment","726,895",Active,2003-01-01,year,,,,,For Profit,https://www.bumilangit.com,"Bumilangit is an IP-based company that manages one of the largest collections of comic hero characters in Asia with more than 1,200 characters and their related stories featured in comics published in the last seventy years in Indonesia. Bumilangit businesses encompass Comics Publishing (Digital and Print), Films and Animation Production as well as Licensing and Merchandising.",,,,
Mega Insurance,https://www.crunchbase.com/organization/mega-insurance,"Financial Services, Insurance, Risk Management, Wealth Management","Dki Jakarta, Jakarta Raya, Indonesia","Mega Insurance provides wealth development, risk management, accounting, credit, insurance consultancy, and financial services.","728,607",Active,2004-01-01,year,,,,,For Profit,https://megainsurance.co.id/,,,,,
Raya Utama Travel,https://www.crunchbase.com/organization/raya-utama-travel,"Hospitality, Tour Operator, Tourism, Travel Accommodations, Travel Agency","Medan, Sumatera Utara, Indonesia",Raya Utama Travel is a travel agency offers vacation packages.,"729,004",Active,2000-01-01,year,,,,,For Profit,https://www.rut.co.id,Raya Utama Travel is a tour operator that provides holiday packages based on the needs of its customers. It offers a luxurious and comfortable atmosphere along with quality services at the lowest cost.,,,,
Arita Prima Indonesia Tbk,https://www.crunchbase.com/organization/arita-prima-indonesia-tbk,"Industrial, Manufacturing, Mechanical Engineering","Jakarta, Jakarta Raya, Indonesia","Arita Prima Indonesia Tbk is a manufacturing company that offers valves, fittings, and related products for the general industrial market.","739,841",Active,2000-01-01,year,2013-10-29,day,,,For Profit,http://www.arita.co.id,"Arita Prima Indonesia Tbk is a provider of supporting products for various industries, from oil and gas, palm oil, shipping, oleochemicals, water treatment, petrochemicals, building, and mining, to energy. It engages in the import, distribution, and service of valve, fitting, instrumentation, and control products.",IPO,,,
Arsen,https://www.crunchbase.com/organization/arsen-cca8,"Consulting, Information Technology, Internet, Small and Medium Businesses","Jakarta, Jakarta Raya, Indonesia",Arsen provides internet service package solutions and comprehensive IT services for your company.,"745,644",Active,2004-01-01,year,,,,,For Profit,https://arsen.co.id,,,,,
PT Trijaya Pratama Futures,https://www.crunchbase.com/organization/pt-trijaya-pratama-futures,"Consulting, Financial Services, Funding Platform, Trading Platform","Jakarta, Jakarta Raya, Indonesia",PT. Trijaya Pratama Futures is a commodity futures brokerage company.,"748,328",Active,2004-01-01,year,,,,,For Profit,https://www.tpf.co.id,PT Trijaya Pratama Futures is a futures exchange member brokerage company that provides trading facilities and infrastructure for futures contract products. Its mission is to help traders and investors hedge their markets and producers.,,,,
Bumi Citra Permai,https://www.crunchbase.com/organization/bumi-citra-permai,"Construction, Industrial","Senen, Jakarta Raya, Indonesia",Bumi Citra Permai industrial real estate services.,"753,512",Active,2000-01-01,day,2009-12-11,day,,,For Profit,http://www.bumicitrapermai.com/,"Bumi Citra Permai offers industrial estate development services for factories and warehouses. They also provide industrial lots for operating businesses such as clean water treatment, gas pipeline networks, telephone networks, internet networks, and more.",IPO,,,
vITraining,https://www.crunchbase.com/organization/vitraining,"Information Technology, Mobile Apps, Training","Bandung, Jawa Barat, Indonesia","vITraining provides Odoo training and certification, ServiceNow solutions, and develops StarUML addons.","753,741",Active,2003-01-01,year,,,,,For Profit,https://vitraining.com,"vITraining is an information technology company that offers a range of services. The company specializes in providing training and certification for Odoo, a suite of open-source business apps. They also offer services related to ServiceNow, a cloud-based platform that allows businesses to manage digital workflows. In addition, vITraining develops addons for StarUML, a software modeling tool. The company is committed to helping its clients boost their professional and monetary careers through its training programs.",,,,
Orson Indonesia,https://www.crunchbase.com/organization/orson-indonesia,"Beauty, Cleaning Products, Consumer Goods, Manufacturing, Wellness","Petukangan Utara, Jakarta Raya, Indonesia","Orson Indonesia specializes in manufacturing and distributing anti-bacterial, multi-purpose, beauty, and laundry soaps.","755,951",Active,2002-01-01,year,,,,,For Profit,https://orsonindonesia.com/,,,,,
Weddingku,https://www.crunchbase.com/organization/weddingku,"Association, Communities, News, Social Media","Jakarta, Jakarta Raya, Indonesia","Weddingku Group is an Indonesia leading wedding media and retail operator with more than 300,000 community members.","759,653",Active,2002-05-18,day,,,,,For Profit,http://www.weddingku.com,"Weddingku Group is an Indonesia leading wedding media and retail operator with more than 300,000 community members.",,,,
Diamond Land Development,https://www.crunchbase.com/organization/diamond-land-development,"Property Management, Real Estate, Sales","Depok, Jawa Barat, Indonesia",Diamond Land Development is a real estate company.,"762,282",Active,2004-01-01,day,2020-02-14,day,,,For Profit,https://www.diamondland.id/,Diamond Land Development is the result of in-depth market research and analysis used to generate the idea for a premium property in the center of the city. Their distinctive modern style serves as a mainstay for people and is seen as a compelling brand image.,IPO,,,
POSFIN,https://www.crunchbase.com/organization/posfin,"Billing, Financial Services, Payments","Bandung, Jawa Barat, Indonesia",POSFIN is a digital payment and financial services platform.,"763,436",Active,2001-04-01,day,,,,,For Profit,https://www.posfin.id/,,,,,
Visi Intech,https://www.crunchbase.com/organization/visi-intech,"Apps, Consulting, Information Technology, Software, Training","Kembangan, Jakarta Raya, Indonesia","Visi Intech is an IT consulting company that provides solution implementation, application development, and training services.","765,780",Active,2004-01-01,year,,,,,For Profit,https://visi-intech.com/home/,,,,,
Bintang Trans,https://www.crunchbase.com/organization/bintang-trans,,"Klaten, Jawa Tengah, Indonesia",Bintang Trans Travel Klaten Jakarta PP Via Tol Door to Door Terbaik,"766,228",Active,2004-01-01,day,,,,,For Profit,https://www.bintangtrans.com/,"Bintang Trans Travel sudah berdiri sejak tahun 2004 hingga saat ini. Kami selalu mengutamakan keselamatan dan kenyamanan dari setiap pelanggan kami. Dan tentunya hal tersebut didukung dengan tersedianya armada-armada dan crew yang mumpuni dalam bidang ini. Driver yang berpengalaman memudahkan perjalanan anda agar lebih efisien waktu dengan memilih jalan pintas. Perusahaan kami memiliki berbagai macam jenis kendaraan yg dapat menyesuaikan kebutuhan anda dan keluarga. Mulai dari Xenia, Avanza, Expander, Hiace, Elf, Medium, dan Big Bus tersedia di perusahaan kami. Armada-armada tersebut tentunya selalu mendapatkan perawatan yang maksimal agar dapat melayani setiap perjalanan anda beserta keluarga dengan baik dan nyaman. Untuk lebih membuat anda merasa nyaman Bintang Trans Travel pun membuka dua kali pemberangkatan setiap harinya. Pemberangkatan pertama dilakukan maksimal pukul 10.00 WIB dengan penjemputan yang dilakukan mulai pukul 07.00-09.30 WIB. Dan untuk pemberangkatan kedua dilakukan maksimal pukul 22.00 WIB dengan penjemputan yang dilakukan mulai pukul 16.00-21.30 WIB. Kami memiliki kontak perusahaan yang dapat di hubungi dalam 24 jam untuk melayani kebutuhan perjalanan anda beserta keluarga. Mulai dari pemesanan jauh-jauh hari sampai keadaan darurat kami akan siap melayani dan menemani perjalanan anda. Selain itu kami akan menjemput di rumah dan mengantar anda tepat sampai tujuan.",,,,
KG Global,https://www.crunchbase.com/organization/kg-global,"Commercial Real Estate, Property Development, Real Estate","Jakarta, Jakarta Raya, Indonesia","KG Global is a real estate property development firm that specializes in office buildings, apartment towers, and shopping malls.","768,167",Active,2003-01-01,year,,,,,For Profit,https://kgg.co.id,,,,,
PT. Teletama Artha Mandiri,https://www.crunchbase.com/organization/pt-teletama-artha-mandiri,"Electrical Distribution, Mobile, Telecommunications","Jakarta, Jakarta Raya, Indonesia",PT. Teletama Artha Mandiri provides cellular phone distribution services.,"777,809",Active,2004-01-01,year,,,,,For Profit,https://www.teletama.com,,,,,
Tropical Group,https://www.crunchbase.com/organization/tropical-group,"Beauty, Hospitality, Restaurants","Nusa Dua, Bali, Indonesia","Tropical Group is a hospitality holding company that operates restaurants, spas, and boutique holiday villas.","781,065",Active,2003-01-01,year,,,,,For Profit,https://tropicalgroupbali.com,,,,,
Distribusi Voucher Nusantara (DIVA),https://www.crunchbase.com/organization/distribusi-voucher-nusantara-diva,"Information Technology, Internet, Software","Dki Jakarta, Jakarta Raya, Indonesia","Distribusi Voucher Nusantara is a digital accelerator and converter, especially for SMEs.","790,226",Active,2003-01-01,year,2018-11-30,day,,,For Profit,https://ptdvn.com/,"Distribusi Voucher Nusantara helps open the eyes of SME business owners and runners to the digital advancements happening. They provide digital products through smart outlets, such as phone credit, PPOB, online game vouchers, train tickets, and many more.",IPO,,,
Klikpeta,https://www.crunchbase.com/organization/klikpeta,"Application Performance Management, Marketing, Sales","Jakarta, Jakarta Raya, Indonesia","Klikpeta is a wireless carrier and application developer that offers solutions to the sales, marketing, and distribution sectors.","805,186",Active,2004-01-01,year,,,,,For Profit,https://klikpeta.com/tentang-klikpeta,,,,,
Ferron,https://www.crunchbase.com/organization/ferron,"Biopharma, Health Care, Manufacturing, Medical, Oncology, Pharmaceutical","Tangerang, Jawa Barat, Indonesia","Ferron is a manufacturer of regular, non-beta lactam, non-cephalosporin, and non-oncology products in both sterile and solid form.","806,094",Active,2002-01-01,year,,,,,For Profit,https://www.dexagroup.com/ferron,,,,,
